,Unnamed: 0,index,id,name,target,enzyme,smile_string,smile,gene,disease
10,26,10,DB04846,Celiprolol,P08588|P07550|P13945|P08913|P18089|P18825,P10635,CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O,1|80|89|94|114|118|184|191|193|227|294|392|430|462|500|603|606|650|658|695|807|843|875|881|932|978|1008|1017|1057|1084|1129|1152|1228|1353|1380|1427|1452|1523|1578|1750|1816|1820|1873|1917|1970|1978|1991|2038,ABCB1|ADRB1,MESH:D000787|MESH:D001145|MESH:D006333|MESH:D007022|MESH:D017180
11,27,11,DB04835,Maraviroc,P51681,P08684,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,1|80|117|171|251|283|291|338|353|378|384|389|514|530|598|625|650|662|689|739|807|825|917|926|935|974|999|1019|1056|1057|1060|1088|1094|1144|1145|1152|1162|1164|1165|1199|1209|1228|1268|1273|1275|1292|1314|1325|1359|1365|1380|1415|1465|1581|1722|1750|1873|1910|1917|1928|2023,OPRM1|CCR5,MESH:D056486|MESH:D015658|MESH:D013262
12,29,12,DB01094,Hesperetin,P35610|O75908|P55157|P04278,P05177,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,40|94|167|231|249|314|457|590|650|656|695|745|750|751|807|841|875|926|965|1019|1025|1057|1181|1279|1380|1387|1397|1511|1536|1537|1602|1607|1609|1672|1747|1750|1803|1873|1905|1957|1970|2035,CYP2C19|CYP3A4|NR1H3|CYP1A2|HIF1A|CYP2C9|PPARG|TGFBR2|DGAT1,MESH:D058186|MESH:D055371|MESH:D000230|MESH:D056486|MESH:D003093|MESH:D003110|MESH:D004487|MESH:D006470|MESH:D006930|MESH:D009336|MESH:D009437|MESH:D001261|MESH:D011654|MESH:D013733|MESH:D015431
13,31,13,DB06282,Levocetirizine,P35367,P08684,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,1|13|15|59|74|80|216|389|461|533|561|650|653|684|695|807|816|926|935|1070|1088|1145|1199|1265|1275|1321|1364|1365|1380|1480|1482|1581|1627|1683|1737|1750|1791|1853|1873|1917|1992|2004,HRH1,MESH:D065631
14,33,14,DB09061,Cannabidiol,P21554|P34972|P47775|P23415|P23415|P48167|O75311|Q14330|Q9Y2T6|P08908|P28223|P36544|P41143|P35372|P37231|Q8NER1|O43497|O95180|Q9P0X4|O75762|Q7Z2W7|Q9Y5S1|Q8NET8|Q9HBA0|P21796|P46098|P30542|P23219|P35354|P24752|P05093|P04035|P00390|P07203|P14902|Q16678|P15559|P04040|P20815|P10635|P00441|P05177|P24462|F1T0I5|Q02083,P11712|P33261|P10635|P08684|P20815|F1T0I5|P04798|O00519|P09917|P16050|Q08257,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1,80|89|193|204|209|294|521|591|713|794|807|835|875|918|926|978|1007|1017|1019|1022|1057|1184|1212|1243|1283|1325|1335|1366|1380|1444|1510|1594|1602|1607|1648|1722|1738|1754|1873|1911|1979,CNR1,MESH:D000014|MESH:D000435|MESH:D000437|MESH:D000544|MESH:D001008|MESH:D001259|MESH:D001714|MESH:D001835|MESH:D001862|MESH:D001919|MESH:D002375|MESH:D056486|MESH:D019970|MESH:D003072|MESH:D019465|MESH:D004195|MESH:D064420|MESH:D050171|MESH:D004421|MESH:D020964|MESH:D004681|MESH:D004831|MESH:D000075222|MESH:D005234|MESH:D005235|MESH:D001068|MESH:D020567|MESH:D005909|MESH:D018149|MESH:D006331|MESH:D006529|MESH:D016142|MESH:D006943|MESH:D006946|MESH:D006977|MESH:D007022|MESH:D007035|MESH:D053609|MESH:D008107|MESH:D055370|MESH:D008569|MESH:D048629|MESH:D019957|MESH:D018908|MESH:D020388|MESH:D009139|MESH:D009325|MESH:D009362|MESH:D009436|MESH:D009798|MESH:D009845|MESH:D019226|MESH:D010146|MESH:D058225|MESH:D011041|MESH:D011297|MESH:D049188|MESH:D011605|MESH:D012008|MESH:D012559|MESH:D012640|MESH:D013119|MESH:D013313|MESH:D013375|MESH:D000071057|MESH:D005879|MESH:D001749|MESH:D014839|MESH:D015430|MESH:D014987
15,34,15,DB01005,Hydroxyurea,P23921,P10635,NC(=O)NO,140|154|650|807|878|1152|1171|1526|1631|1917,RRM2|EIF4E|ABL1|RRM2B|PTH|RRM1|DUSP1|MAP3K5|HRAS|BLM|CP|CYP3A4|DNTT|DNMT1,MESH:D000014|MESH:D009008|MESH:D000230|MESH:D000419|MESH:D000740|MESH:D000743|MESH:D000747|MESH:D000748|MESH:D000755|MESH:D001528|MESH:D017086|MESH:D001927|MESH:D002283|MESH:D006528|MESH:D002292|MESH:D056486|MESH:D019457|MESH:D003110|MESH:D003872|MESH:D003882|MESH:D003967|MESH:D003875|MESH:D004480|MESH:D004487|MESH:D020964|MESH:D004890|MESH:D005221|MESH:D001068|MESH:D005494|MESH:D016523|MESH:D006471|MESH:D006130|MESH:D006229|MESH:D006258|MESH:D006402|MESH:D006505|MESH:D015658|MESH:D017495|MESH:D006976|MESH:D007010|MESH:D007057|MESH:D002546|MESH:D007645|MESH:D007674|MESH:D007859|MESH:D007871|MESH:D007938|MESH:D007945|MESH:D015464|MESH:D007951|MESH:D015470|MESH:D007964|MESH:D007970|MESH:D017880|MESH:D008114|MESH:D048629|MESH:D009190|MESH:D009203|MESH:D009220|MESH:D009260|MESH:D009325|MESH:D009395|MESH:D009422|MESH:D009436|MESH:D009461|MESH:D019226|MESH:D010523|MESH:D010859|MESH:D011087|MESH:D049188|MESH:D055728|MESH:D011471|MESH:D011537|MESH:D011565|MESH:D011928|MESH:D012010|MESH:D012871|MESH:D012878|MESH:D012883|MESH:D020521|MESH:D064793|MESH:D013920|MESH:D013921|MESH:D013922|MESH:D013923|MESH:D013927|MESH:D015275|MESH:D014647|MESH:D014652|MESH:D014657|MESH:D014839
16,35,16,DB06725,Lornoxicam,P23219|P35354,P11712,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,162|207|239|240|315|378|381|448|469|470|486|506|511|561|650|675|807|875|935|987|990|993|1057|1070|1088|1099|1102|1145|1152|1155|1158|1199|1312|1326|1380|1389|1399|1452|1513|1591|1602|1683|1750|1816|1864|1866|1873|1917|1948,POLI|CYP2C9|GCG,MESH:D001168|MESH:D017116|MESH:D010149|MESH:D020250
17,37,17,DB00422,Methylphenidate,Q01959|P23975|P08908,Q6LAP9,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,1|54|147|185|305|325|389|604|650|695|807|841|890|926|1019|1028|1057|1088|1114|1152|1199|1219|1325|1365|1380|1460|1480|1507|1581|1676|1741|1750|1808|1873|1912|1917,RRP7A|CMTM8|HTT|ETFDH|ALDH1L1|SPSB2|SLC6A4|DRD3|SLC6A2|FXR2|ABCB1|NAT1|ARHGAP12|PRL|GGH|ZNF565|ZNF134|PDIA2|ELP5|SLC6A3|CORO7|TRIB3|GET1|PEBP4|ZNF211|SENP3|ZDHHC7|CHURC1|ADGRL3|PURA|NFIB|CDH23|COMT|PIGM|FARP2|ARSA|ARHGEF28|ESYT2|OPCML|DRD2|DRD1|CYP2D6|CES1|TH|GRIN2B|SLC6A2|SLC6A3,MESH:D015746|MESH:D000405|MESH:D000647|MESH:D019969|MESH:D000740|MESH:D000855|MESH:D001008|MESH:D001145|MESH:D001167|MESH:D001259|MESH:D001264|MESH:D019958|MESH:D001289|MESH:D001321|MESH:D001480|MESH:D001714|MESH:D001919|MESH:D020520|MESH:D001930|MESH:D009202|MESH:D002311|MESH:D002385|MESH:D002389|MESH:D002539|MESH:D002544|MESH:D056486|MESH:D002653|MESH:D002659|MESH:D002819|MESH:D019970|MESH:D003072|MESH:D019955|MESH:D003221|MESH:D003244|MESH:D003291|MESH:D003329|MESH:D003866|MESH:D006970|MESH:D007174|MESH:D004244|MESH:D064420|MESH:D004409|MESH:D004421|MESH:D004454|MESH:D004775|MESH:D004802|MESH:D004830|MESH:D007172|MESH:D005221|MESH:D001068|MESH:D006212|MESH:D006261|MESH:D006323|MESH:D006429|MESH:D019693|MESH:D018197|MESH:D006816|MESH:D006948|MESH:D006973|MESH:D006976|MESH:D007024|MESH:D007565|MESH:D007970|MESH:D054068|MESH:D008113|MESH:D008569|MESH:D019957|MESH:D009069|MESH:D009127|MESH:D009135|MESH:D009203|MESH:D009207|MESH:D009290|MESH:D009325|MESH:D019954|MESH:D009459|MESH:D009771|MESH:D015835|MESH:D010146|MESH:D010493|MESH:D016491|MESH:D010842|MESH:D011297|MESH:D011595|MESH:D011596|MESH:D011605|MESH:D011618|MESH:D011928|MESH:D012021|MESH:D012640|MESH:D020230|MESH:D020018|MESH:D020186|MESH:D007319|MESH:D012893|MESH:D013001|MESH:D013009|MESH:D013064|MESH:D019956|MESH:D013342|MESH:D015819|MESH:D019966|MESH:D013375|MESH:D013610|MESH:D017180|MESH:D013922|MESH:D013981|MESH:D020323|MESH:D014103|MESH:D005879|MESH:D014202|MESH:D014256|MESH:D020293|MESH:D018487|MESH:D014693|MESH:D014717|MESH:D014839|MESH:D014987
18,38,18,DB00731,Nateglinide,Q09428|P37231,P11712|P08684|P20815|P24462|P23219|O60656|P10635,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,1|33|79|80|117|253|283|389|514|650|689|696|736|807|837|851|857|898|926|974|1019|1057|1066|1088|1152|1199|1275|1325|1380|1423|1624|1750|1754|1844|1873|1917|1978|2006,CYP2C9|KCNJ11|CYP2C19|CYP1A2|CYP2D6|CALCA|ABCC8|KCNJ1|CYP3A4|SLCO1B1,MESH:D003920|MESH:D006946|MESH:D007003
19,42,19,DB01026,Ketoconazole,P50859|P10275|P05093|P08686|Q12809|O75469|Q14994,P08684|P20815|P33261|P04798|P05177|P11509|Q16678|P20813|P10632|P11712|P10635|P15538|P22309|Q9HAW7|P16662|Q9HCS2|P11511|P78329,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,37|72|80|84|102|151|165|216|233|322|366|378|407|460|494|561|573|650|656|687|695|706|718|749|807|816|843|875|926|932|935|985|1017|1019|1057|1060|1070|1100|1101|1136|1209|1300|1373|1380|1391|1405|1423|1452|1463|1480|1508|1589|1603|1654|1683|1750|1790|1825|1866|1870|1873|1917|1923|1936|1943|1980|2009|2029,ABCG2|MPHOSPH8|ABCB1|CYP3A4|SNCA|CYP3A43|HSP90AA1|CYP2C19|EHMT2|CYP1A2|CYP4F2|VDR|BAZ2B|KDM4A|CYP2D6|CYP2C9|NFE2L2|NR1H4|CBX1,MESH:D000014|MESH:D000303|MESH:D018268|MESH:D000707|MESH:D000741|MESH:D000744|MESH:D000799|MESH:D000855|MESH:D001201|MESH:D001228|MESH:D056889|MESH:D001759|MESH:D002006|MESH:D002114|MESH:D002177|MESH:D002178|MESH:D002180|MESH:D002181|MESH:D002318|MESH:D002375|MESH:D002494|MESH:D056486|MESH:D002779|MESH:D002862|MESH:D019457|MESH:D002972|MESH:D019970|MESH:D003221|MESH:D003316|MESH:D003453|MESH:D003480|MESH:D003876|MESH:D003881|MESH:D004283|MESH:D003875|MESH:D004342|MESH:D064420|MESH:D004401|MESH:D020820|MESH:D020964|MESH:D004802|MESH:D015821|MESH:C536961|MESH:D005234|MESH:D005317|MESH:D005355|MESH:D005767|MESH:D006529|MESH:D006628|MESH:D006660|MESH:D060605|MESH:D006930|MESH:C562581|MESH:D053565|MESH:C536082|MESH:D006973|MESH:D007022|MESH:D007565|MESH:D007634|MESH:D016773|MESH:D007898|MESH:D007973|MESH:D008064|MESH:D008107|MESH:D017093|MESH:D017114|MESH:D008133|MESH:D008172|MESH:D055370|MESH:D047508|MESH:D016919|MESH:D001523|MESH:D065606|MESH:D018908|MESH:D009135|MESH:D008271|MESH:D009181|MESH:D009325|MESH:D009437|MESH:D014009|MESH:D010019|MESH:D059249|MESH:D010146|MESH:D010211|MESH:D010243|MESH:D010259|MESH:D010300|MESH:D020734|MESH:D060446|MESH:D010854|MESH:D011183|MESH:D011471|MESH:D064129|MESH:D011629|MESH:D011778|MESH:D012640|MESH:C536777|MESH:D017180|MESH:D014005|MESH:D014006|MESH:D014010|MESH:D016171|MESH:D014202|MESH:D014526|MESH:D014581|MESH:D014839
20,43,20,DB01171,Moclobemide,P21397|P21397|P27338|P27338,P21397|P27338|P33261|P10635|P11712,ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1,8|80|197|216|265|486|523|561|586|650|656|667|714|807|816|926|935|950|1070|1145|1152|1380|1385|1405|1441|1480|1482|1665|1683|1697|1750|1791|1849|1873|1917,MAOA|AR|CYP2C19|MAOB,MESH:D001714|MESH:D003866|MESH:D003865|MESH:D062787|MESH:D064420|MESH:D006212|MESH:D006323|MESH:D006973|MESH:D007022|MESH:D007035|MESH:D008133|MESH:D001523|MESH:D011041|MESH:D020230|MESH:D020018|MESH:D007319
21,44,21,DB00813,Fentanyl,P35372|P41143|P41145|P08183,P08684|P24462,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,80|218|288|294|346|389|590|650|807|809|881|898|926|935|1019|1045|1051|1057|1066|1088|1096|1145|1199|1238|1243|1261|1325|1380|1480|1482|1629|1750|1754|1791|1798|1800|1828|1873|1917|2043,AR|KCNJ6|CYP3A4|P2RX7|CYP2D6|MYD88|MPO|OPRD1|ADRB2|UGT2B7|ABCB1|OPRM1|CYP3A5|CACNA1E|ATF2|PGAP6|RHBDF2|FCGR3A|ITGAM|CXCL8|XDH|ARRB2|FCGR3B|IL6|COMT,MESH:D000142|MESH:D000647|MESH:D000707|MESH:D001049|MESH:D001281|MESH:D054537|MESH:D001919|MESH:D001927|MESH:D002303|MESH:D009202|MESH:D002375|MESH:D002493|MESH:D002637|MESH:D021081|MESH:D003072|MESH:D003128|MESH:D003221|MESH:D003244|MESH:D003248|MESH:D003371|MESH:D003693|MESH:D004213|MESH:D004244|MESH:D064420|MESH:D004408|MESH:D020820|MESH:D004421|MESH:D004830|MESH:D004844|MESH:D004890|MESH:D005316|MESH:D005334|MESH:D006212|MESH:D006261|MESH:D006323|MESH:D006732|MESH:D006930|MESH:D006935|MESH:D006948|MESH:D006973|MESH:D006976|MESH:D018476|MESH:D007022|MESH:D007024|MESH:D007035|MESH:D000860|MESH:D007177|MESH:D007405|MESH:D058926|MESH:D048949|MESH:D007826|MESH:D008133|MESH:D008881|MESH:D052016|MESH:D009127|MESH:D009128|MESH:D017202|MESH:D009207|MESH:D009304|MESH:D009325|MESH:D009336|MESH:D009461|MESH:D010146|MESH:D010149|MESH:D010243|MESH:D010291|MESH:D011183|MESH:D020250|MESH:D011537|MESH:D011595|MESH:D011618|MESH:D011654|MESH:D011843|MESH:D012021|MESH:D051437|MESH:D012131|MESH:D012140|MESH:D012640|MESH:D012678|MESH:D020230|MESH:D054138|MESH:D013035|MESH:D046628|MESH:D013119|MESH:D019966|MESH:D013375|MESH:D013610|MESH:D016171|MESH:D014202|MESH:D020433|MESH:D014313|MESH:D014474|MESH:D001745|MESH:D016055|MESH:D014555|MESH:D018487|MESH:D014839
22,45,22,DB01110,Miconazole,P10613|P29474|P35228|O75469|Q12791|Q16558|Q9Y691|Q9NPA1|Q86W47|O15554|Q92952|Q9H2S1|Q9UGI6|Q09470|Q16322|P16389|P22001|P22459|P22460|P17658|Q14721|Q92953|P48547|Q96PR1|Q14003|Q03721|Q9NSA2|Q9NZV8|Q9UK17|P15382|Q9Y6J6|Q9Y6H6|Q8WWG9|Q9UJ90|Q9H3M0|Q9UIX4|Q9UJ96|Q8TAE7|Q8TDN1|O95259|Q12809|Q9ULD8|Q9UQ05|Q8NCM2|Q9H252|Q9NS40|Q96L42|P51787|O43526|O43525|P56696|Q9NR82|Q96KK3|Q9BQ31|Q6PIU1|Q8TDN2|Q14722|Q13303|Q14500|Q9UNX9|P63252|P48050|Q13936|Q01668|O60840|Q13698|Q02641|Q08289|P54284|O00305,P11712|P33261|P11509|P05181|P08684|P20813|P10635|P10632|P15538|Q16850|P11511,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,1|80|165|216|237|272|316|366|378|494|542|561|667|695|745|778|805|816|843|875|932|935|960|965|1101|1209|1349|1373|1380|1463|1603|1654|1681|1683|1741|1750|1761|1866|1873|1888|1922|1949,KDM4A|CYP2C9|CYP3A4|ABCB1|HSP90AA1|IDH1|CYP2C19|CYP2D6|VDR|CYP1A2|NR1I2|CYP3A7,MESH:D000707|MESH:D000740|MESH:D000799|MESH:D001145|MESH:D001170|MESH:D001759|MESH:D001982|MESH:D002177|MESH:D002178|MESH:D002180|MESH:D002318|MESH:D056486|MESH:D003047|MESH:D016757|MESH:D003881|MESH:D062787|MESH:D020964|MESH:D005317|MESH:D006331|MESH:D008325|MESH:D016919|MESH:D009139|MESH:D009181|MESH:D014009|MESH:D010689|MESH:D011537|MESH:D012140|MESH:D012640|MESH:C536777|MESH:D017180|MESH:D013922|MESH:D013924
23,47,23,DB00990,Exemestane,P11511,P08684|P11511,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,7|29|35|61|84|121|189|231|239|240|314|473|519|529|547|609|622|650|758|787|926|967|987|1019|1057|1060|1162|1216|1274|1325|1366|1380|1420|1738|1831|1835|1855|1873|1884|1930|2021,PGR|ESR1|CYP19A1|NFE2L2|BGLAP|ESR2|AR|ERBB2|MAP4K4|CYP1B1|KMT2C|AKR1C4|AKR1C3|TUBB1,MESH:D001943|MESH:D003072|MESH:D008569
24,50,24,DB00402,Eszopiclone,P14867|P47869|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P34903|P31644,P08684|P10632,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,14|207|216|217|314|323|378|387|394|527|532|561|571|576|635|650|685|695|705|807|816|879|926|935|1019|1057|1065|1071|1088|1126|1129|1145|1152|1236|1355|1380|1407|1452|1480|1503|1535|1548|1589|1599|1683|1750|1866|1873|1917|1922|2009,GABRA3|GABRG3|GABRA2|GABRB1|GABRA1|GABRD|CYP3A5|GABRQ|GABRG1|GABRA5|GABRA4|GABRB2|GABRP|GABRE|TSPO|GABRG2|GABRB3|GABRA6,MESH:D003128|MESH:D003865|MESH:D062787|MESH:D007035|MESH:D007319
25,51,25,DB00872,Conivaptan,P37288|P30518,P08684,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,191|222|307|323|352|378|389|486|650|676|736|807|838|843|847|917|926|935|980|984|1057|1077|1088|1114|1152|1160|1199|1295|1380|1382|1385|1387|1401|1406|1447|1480|1504|1511|1539|1621|1647|1697|1722|1738|1745|1750|1816|1842|1855|1873|1895|1917|1941|1978|1989|1991|2036,AVPR2|AVPR1A,MESH:D007010
26,52,26,DB00482,Celecoxib,P35354|O15530|P00918|P07451|H3BUU9,P08684|P11712|P10635|P10632,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,114|233|235|319|350|368|378|650|715|753|809|833|875|896|935|1057|1160|1171|1197|1328|1380|1399|1434|1440|1446|1453|1476|1489|1527|1607|1692|1722|1750|1823|1825|1852|1873|1920|1928|1956,CASP3|ATP2A3|PTGS2|CYP3A4|KCNQ2|CACNA1F|CYP3A5|CACNA2D2|ABL1|CACNA1A|CACNA2D1|CA12|AR|CACNA1G|CDKN1A|CA9|CACNA2D3|PDK1|ATP2A2|CTNNB1|CACNB2|PPARG|IGFBP3|CYP2C9|PTGES|NFE2L2|CACNB4|PIK3CA|ATP2A1|CACNA1D|CACNB1|BCAR1|APC|CASP9|GHRL|CACNA1C|CDKN1B|KCNQ5|PDPK1|CACNA1E|PLAU|CACNA1H|MMP9|RORC|KCNQ4|CACNA2D4|DDIT3|CACNA1B|CACNA1I|CACNB3|KCNQ1|VEGFA|MT-CO2|CACNA1S|KCNQ3|EDN1|ALOX12|IL23R|BGLAP|HSPA4|PTGER4|STAT3|COL18A1,MESH:D058186|MESH:D000230|MESH:D011125|MESH:D000544|MESH:D000707|MESH:D000787|MESH:D000799|MESH:D000855|MESH:D017544|MESH:D001145|MESH:D001168|MESH:D001169|MESH:D001247|MESH:D001661|MESH:D001943|MESH:D002292|MESH:D002294|MESH:D002318|MESH:D002389|MESH:D002543|MESH:D056486|MESH:D002769|MESH:D002779|MESH:D002780|MESH:D003072|MESH:D003110|MESH:D015179|MESH:D003123|MESH:D003221|MESH:D003231|MESH:D003866|MESH:D003967|MESH:D004195|MESH:D003875|MESH:D004342|MESH:D004487|MESH:D004715|MESH:D004802|MESH:D005076|MESH:D005356|MESH:D005355|MESH:D005767|MESH:D006471|MESH:D006073|MESH:D006212|MESH:D006261|MESH:D006402|MESH:D006470|MESH:D006930|MESH:D006965|MESH:D006973|MESH:D007022|MESH:D007249|MESH:D044483|MESH:D007565|MESH:D007674|MESH:D007972|MESH:D008107|MESH:D017114|MESH:D008180|MESH:D008325|MESH:D052016|MESH:D009101|MESH:D009203|MESH:D009336|MESH:D009361|MESH:D009362|MESH:D009369|MESH:D009376|MESH:D009395|MESH:D009422|MESH:D009447|MESH:D059226|MESH:D009759|MESH:D010003|MESH:D010014|MESH:D010146|MESH:D010149|MESH:D010190|MESH:D010437|MESH:D017285|MESH:D020250|MESH:D011230|MESH:D011471|MESH:D011507|MESH:D011537|MESH:D051437|MESH:D012120|MESH:D012130|MESH:D012640|MESH:D013262|MESH:D013274|MESH:D013610|MESH:D052256|MESH:D013927|MESH:D014202|MESH:D014581|MESH:D002583|MESH:D014594|MESH:D018366|MESH:D020246|MESH:D014786|MESH:D015430|MESH:D015431
27,54,27,DB00356,Chlorzoxazone,Q12791,P05181|P04798|P05177|P11509|P08684|P10635,ClC1=CC2=C(OC(=O)N2)C=C1,119|165|214|216|274|314|432|533|561|650|656|743|816|875|986|1114|1331|1380|1604|1683|1745|1750|1808|1810|1873,CYP3A43|KCNMA1|CYP3A4|CYP1A2|KCNN4,MESH:D001416|MESH:D056486|MESH:D002780|MESH:D006970|MESH:D005767|MESH:D007565|MESH:D017114|MESH:D017116|MESH:D012206|MESH:D013035|MESH:D014103|MESH:D018366
28,55,28,DB00281,Lidocaine,Q9Y5Y9|Q15858|Q14524|P00533|P35499|P02763|P19652,P08684|P10635|P20815|P24462|P05177|P11712|P10632|P11509|P20813,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,41|80|251|268|279|294|381|650|807|881|932|1039|1057|1076|1088|1152|1190|1380|1391|1485|1498|1722|1731|1750|1816|1873|1917|1981|1999,SCN5A|SCN1A|SCN2A|CYP3A4|SCN10A|EGFR|SCN7A|SCN11A|SCN9A|SCN3A|SCN8A|G6PD|MPO|BDNF|SLC1A1|SCN4A,MESH:D020434|MESH:D000274|MESH:D017109|MESH:D000707|MESH:D000740|MESH:D000741|MESH:D000799|MESH:D001008|MESH:D001044|MESH:D001049|MESH:D001145|MESH:D001146|MESH:D001259|MESH:D001281|MESH:D054537|MESH:D001416|MESH:C535438|MESH:D001714|MESH:D001763|MESH:D001766|MESH:D001919|MESH:D001930|MESH:D002545|MESH:D053840|MESH:D002037|MESH:D002318|MESH:D002422|MESH:D002493|MESH:D002524|MESH:D002637|MESH:D019970|MESH:D003128|MESH:D003221|MESH:D003371|MESH:D003490|MESH:D003693|MESH:D003929|MESH:D004172|MESH:D006970|MESH:D004244|MESH:D003875|MESH:D004342|MESH:D064420|MESH:D004401|MESH:D004408|MESH:D004414|MESH:D055154|MESH:D004487|MESH:D004827|MESH:D004830|MESH:D007172|MESH:D004890|MESH:D004892|MESH:D004893|MESH:D004916|MESH:D005119|MESH:D020220|MESH:D005158|MESH:D005207|MESH:D001068|MESH:D005356|MESH:D020234|MESH:D005891|MESH:D006212|MESH:D006261|MESH:D006311|MESH:D006323|MESH:D006327|MESH:D006331|MESH:D006333|MESH:D006606|MESH:D006732|MESH:D006930|MESH:D006948|MESH:D006967|MESH:D006973|MESH:D006987|MESH:D007008|MESH:D007022|MESH:D000860|MESH:D002546|MESH:D048949|MESH:D008133|MESH:D017116|MESH:D008228|MESH:D001523|MESH:D008708|MESH:D009123|MESH:D009128|MESH:D009135|MESH:D015878|MESH:D009203|MESH:D009207|MESH:D009209|MESH:D009220|MESH:D009325|MESH:D019547|MESH:D009336|MESH:D009410|MESH:D009422|MESH:D009437|MESH:D051474|MESH:D009436|MESH:D009443|MESH:D009461|MESH:D009759|MESH:D000857|MESH:D009886|MESH:D010009|MESH:D010146|MESH:D010148|MESH:D010149|MESH:D010243|MESH:D010291|MESH:D010292|MESH:D017699|MESH:D010523|MESH:D016491|MESH:D010554|MESH:D010689|MESH:D011128|MESH:D011183|MESH:D020250|MESH:D011297|MESH:D049188|MESH:D011605|MESH:D011618|MESH:D011654|MESH:D011693|MESH:D011782|MESH:D011843|MESH:D012019|MESH:D012131|MESH:D012133|MESH:D012640|MESH:D012678|MESH:D012735|MESH:D012770|MESH:D020069|MESH:D054138|MESH:D012857|MESH:D013035|MESH:D013064|MESH:D013117|MESH:D013118|MESH:D013119|MESH:D013226|MESH:D013285|MESH:D013575|MESH:D013610|MESH:D013616|MESH:D013617|MESH:D017180|MESH:D013651|MESH:D013684|MESH:D014012|MESH:D016171|MESH:D053201|MESH:D014581|MESH:D018754|MESH:D014693|MESH:D018879|MESH:D014717|MESH:D014786|MESH:D014839
