,Unnamed: 0,index,mechanism,action,drugA,drugB
33966,34130,34130,The serum concentration,increase,Iloperidone,Ibrutinib
33967,34131,34131,The serum concentration,increase,Imatinib,Ibrutinib
33968,34132,34132,The metabolism,decrease,Imipramine,Ibrutinib
33969,34133,34133,The serum concentration,increase,Irbesartan,Ibrutinib
33970,34134,34134,The serum concentration,increase,Irinotecan,Ibrutinib
33971,34135,34135,The serum concentration,increase,Isavuconazole,Ibrutinib
33972,34136,34136,The serum concentration,increase,Isoniazid,Ibrutinib
33973,34137,34137,The serum concentration,increase,Isradipine,Ibrutinib
33974,34138,34138,The serum concentration,increase,Itraconazole,Ibrutinib
33975,34139,34139,The serum concentration,increase,Ivacaftor,Ibrutinib
33976,34140,34140,The serum concentration,increase,Ketazolam,Ibrutinib
33977,34141,34141,The serum concentration,increase,Ketoconazole,Ibrutinib
33978,34142,34142,The serum concentration,increase,Lansoprazole,Ibrutinib
33979,34143,34143,The serum concentration,increase,Lapatinib,Ibrutinib
33980,34144,34144,The risk or severity of adverse effects,increase,Leflunomide,Ibrutinib
33981,34145,34145,The serum concentration,increase,Lercanidipine,Ibrutinib
33982,34146,34146,The serum concentration,increase,Levofloxacin,Ibrutinib
33983,34147,34147,The serum concentration,increase,Levosalbutamol,Ibrutinib
33984,34148,34148,The serum concentration,increase,Lidocaine,Ibrutinib
33985,34149,34149,The serum concentration,increase,Linagliptin,Ibrutinib
33986,34150,34150,The serum concentration,increase,Lomitapide,Ibrutinib
33987,34151,34151,The serum concentration,increase,Lomustine,Ibrutinib
33988,34152,34152,The serum concentration,increase,Loratadine,Ibrutinib
33989,34153,34153,The metabolism,decrease,Lorcaserin,Ibrutinib
33990,34154,34154,The serum concentration,increase,Lorpiprazole,Ibrutinib
33991,34155,34155,The serum concentration,increase,Losartan,Ibrutinib
33992,34156,34156,The serum concentration,increase,Lovastatin,Ibrutinib
33993,34157,34157,The serum concentration,decrease,Lumacaftor,Ibrutinib
33994,34158,34158,The serum concentration,increase,Lurasidone,Ibrutinib
33995,34159,34159,The serum concentration,increase,Mefloquine,Ibrutinib
33996,34160,34160,The serum concentration,increase,Mequitazine,Ibrutinib
33997,34161,34161,The risk or severity of myelosuppression,increase,Metamizole,Ibrutinib
33998,34162,34162,The serum concentration,increase,Methadone,Ibrutinib
33999,34163,34163,The serum concentration,increase,Methazolamide,Ibrutinib
34000,34164,34164,The serum concentration,increase,Methimazole,Ibrutinib
34001,34165,34165,The metabolism,decrease,Methotrimeprazine,Ibrutinib
34002,34166,34166,The serum concentration,increase,Methylergometrine,Ibrutinib
34003,34167,34167,The serum concentration,increase,Methylprednisolone,Ibrutinib
34004,34168,34168,The metabolism,decrease,Metoprolol,Ibrutinib
34005,34169,34169,The serum concentration,increase,Metronidazole,Ibrutinib
34006,34170,34170,The serum concentration,increase,Metyrapone,Ibrutinib
34007,34171,34171,The serum concentration,increase,Miconazole,Ibrutinib
34008,34172,34172,The serum concentration,increase,Midazolam,Ibrutinib
34009,34173,34173,The serum concentration,increase,Midostaurin,Ibrutinib
34010,34174,34174,The serum concentration,increase,Mifepristone,Ibrutinib
34011,34175,34175,The metabolism,decrease,Mirabegron,Ibrutinib
34012,34176,34176,The serum concentration,increase,Mirtazapine,Ibrutinib
34013,34177,34177,The serum concentration,decrease,Mitotane,Ibrutinib
34014,34178,34178,The serum concentration,increase,Mitoxantrone,Ibrutinib
34015,34179,34179,The serum concentration,increase,Modafinil,Ibrutinib
34016,34180,34180,The serum concentration,increase,Nefazodone,Ibrutinib
34017,34181,34181,The serum concentration,increase,Netupitant,Ibrutinib
34018,34182,34182,The serum concentration,increase,Nicardipine,Ibrutinib
34019,34183,34183,the excretion rate which could result in a higher serum level,decrease,Idarubicin,Ibuprofen
34020,34184,34184,The serum concentration,decrease,Imatinib,Ibuprofen
34021,34185,34185,The therapeutic efficacy,decrease,Indapamide,Ibuprofen
34022,34186,34186,The risk or severity of adverse effects,increase,Indomethacin,Ibuprofen
34023,34187,34187,The metabolism,decrease,Irbesartan,Ibuprofen
34024,34188,34188,The serum concentration,increase,Isavuconazole,Ibuprofen
34025,34189,34189,The metabolism,decrease,Isoniazid,Ibuprofen
34026,34190,34190,The metabolism,decrease,Ketoconazole,Ibuprofen
34027,34191,34191,The risk or severity of adverse effects,increase,Ketoprofen,Ibuprofen
34028,34192,34192,the antihypertensive activities,decrease,Labetalol,Ibuprofen
34029,34193,34193,The metabolism,decrease,Lapatinib,Ibuprofen
34030,34194,34194,The metabolism,decrease,Leflunomide,Ibuprofen
34031,34195,34195,the neuroexcitatory activities,increase,Levofloxacin,Ibuprofen
34032,34196,34196,The metabolism,decrease,Lobeglitazone,Ibuprofen
34033,34197,34197,The risk or severity of adverse effects,increase,Lornoxicam,Ibuprofen
34034,34198,34198,The metabolism,decrease,Losartan,Ibuprofen
34035,34199,34199,The metabolism,decrease,Lovastatin,Ibuprofen
34036,34200,34200,The risk or severity of adverse effects,increase,Loxoprofen,Ibuprofen
34037,34201,34201,The therapeutic efficacy,decrease,Lubiprostone,Ibuprofen
34038,34202,34202,The serum concentration,increase,Lumacaftor,Ibuprofen
34039,34203,34203,The risk or severity of adverse effects,increase,Lumiracoxib,Ibuprofen
34040,34204,34204,The risk or severity of adverse effects,increase,Masoprocol,Ibuprofen
34041,34205,34205,The risk or severity of adverse effects,increase,Mefenamicacid,Ibuprofen
34042,34206,34206,The risk or severity of adverse effects,increase,Meloxicam,Ibuprofen
34043,34207,34207,The risk or severity of adverse effects,increase,Metamizole,Ibuprofen
34044,34208,34208,The serum concentration,increase,Methotrexate,Ibuprofen
34045,34209,34209,The risk or severity of adverse effects,increase,Methylprednisolone,Ibuprofen
34046,34210,34210,the antihypertensive activities,decrease,Metoprolol,Ibuprofen
34047,34211,34211,The metabolism,decrease,Midostaurin,Ibuprofen
34048,34212,34212,The serum concentration,increase,Mifepristone,Ibuprofen
34049,34213,34213,The metabolism,decrease,Moclobemide,Ibuprofen
34050,34214,34214,The metabolism,decrease,Modafinil,Ibuprofen
34051,34215,34215,The risk or severity of adverse effects,increase,Mometasone,Ibuprofen
34052,34216,34216,The risk or severity of adverse effects,increase,Morniflumate,Ibuprofen
34053,34217,34217,The risk or severity of adverse effects,increase,Mycophenolatemofetil,Ibuprofen
34054,34218,34218,The risk or severity of adverse effects,increase,Mycophenolicacid,Ibuprofen
34055,34219,34219,The risk or severity of adverse effects,increase,Nabumetone,Ibuprofen
34056,34220,34220,The risk or severity of adverse effects,increase,Naproxen,Ibuprofen
34057,34221,34221,the antihypertensive activities,decrease,Nebivolol,Ibuprofen
34058,34222,34222,The metabolism,decrease,Nicardipine,Ibuprofen
34059,34223,34223,The metabolism,decrease,Imatinib,Icotinib
34060,34224,34224,The serum concentration,increase,Isavuconazole,Icotinib
34061,34225,34225,The metabolism,decrease,Isradipine,Icotinib
34062,34226,34226,The metabolism,decrease,Itraconazole,Icotinib
34063,34227,34227,The serum concentration,increase,Ivacaftor,Icotinib
34064,34228,34228,The metabolism,decrease,Ketoconazole,Icotinib
34065,34229,34229,The metabolism,decrease,Lidocaine,Icotinib
34066,34230,34230,The metabolism,decrease,Lobeglitazone,Icotinib
34067,34231,34231,The serum concentration,increase,Lorpiprazole,Icotinib
34068,34232,34232,The metabolism,decrease,Lovastatin,Icotinib
34069,34233,34233,The metabolism,increase,Lumacaftor,Icotinib
34070,34234,34234,The metabolism,decrease,Mexiletine,Icotinib
34071,34235,34235,The metabolism,decrease,Midostaurin,Icotinib
34072,34236,34236,The serum concentration,increase,Mifepristone,Icotinib
34073,34237,34237,The serum concentration,decrease,Mitotane,Icotinib
34074,34238,34238,The metabolism,decrease,Nefazodone,Icotinib
34075,34239,34239,The serum concentration,increase,Netupitant,Icotinib
34076,34240,34240,The metabolism,decrease,Imipramine,Idarubicin
34077,34241,34241,the excretion rate which could result in a higher serum level,decrease,Indomethacin,Idarubicin
34078,34242,34242,The metabolism,decrease,Irbesartan,Idarubicin
34079,34243,34243,The metabolism,decrease,Isoniazid,Idarubicin
34080,34244,34244,The metabolism,decrease,Ketoconazole,Idarubicin
34081,34245,34245,the excretion rate which could result in a higher serum level,decrease,Ketoprofen,Idarubicin
34082,34246,34246,The risk or severity of adverse effects,increase,Leflunomide,Idarubicin
34083,34247,34247,The metabolism,decrease,Lobeglitazone,Idarubicin
34084,34248,34248,The metabolism,decrease,Lorcaserin,Idarubicin
34085,34249,34249,the excretion rate which could result in a higher serum level,decrease,Lornoxicam,Idarubicin
34086,34250,34250,The metabolism,decrease,Losartan,Idarubicin
34087,34251,34251,The metabolism,decrease,Lovastatin,Idarubicin
34088,34252,34252,the excretion rate which could result in a higher serum level,decrease,Loxoprofen,Idarubicin
34089,34253,34253,The serum concentration,decrease,Lumacaftor,Idarubicin
34090,34254,34254,the excretion rate which could result in a higher serum level,decrease,Lumiracoxib,Idarubicin
34091,34255,34255,the excretion rate which could result in a higher serum level,decrease,Masoprocol,Idarubicin
34092,34256,34256,the excretion rate which could result in a higher serum level,decrease,Mefenamicacid,Idarubicin
34093,34257,34257,the excretion rate which could result in a higher serum level,decrease,Meloxicam,Idarubicin
34094,34258,34258,The risk or severity of myelosuppression,increase,Metamizole,Idarubicin
34095,34259,34259,The metabolism,decrease,Methadone,Idarubicin
34096,34260,34260,The metabolism,decrease,Methotrimeprazine,Idarubicin
34097,34261,34261,The serum concentration,increase,Metoprolol,Idarubicin
34098,34262,34262,The metabolism,decrease,Midostaurin,Idarubicin
34099,34263,34263,The serum concentration,increase,Mifepristone,Idarubicin
34100,34264,34264,The metabolism,decrease,Mirabegron,Idarubicin
34101,34265,34265,the excretion rate which could result in a higher serum level,decrease,Mycophenolatemofetil,Idarubicin
34102,34266,34266,the excretion rate which could result in a higher serum level,decrease,Mycophenolicacid,Idarubicin
34103,34267,34267,the excretion rate which could result in a higher serum level,decrease,Nabumetone,Idarubicin
34104,34268,34268,the excretion rate which could result in a higher serum level,decrease,Naproxen,Idarubicin
34105,34269,34269,The metabolism,decrease,Nicardipine,Idarubicin
34106,34270,34270,The serum concentration of the active metabolites,reduce,Imatinib,Ifosfamide
34107,34271,34271,The metabolism,decrease,Ifosfamide,Irbesartan
34108,34272,34272,The serum concentration,increase,Ifosfamide,Isavuconazole
34109,34273,34273,The metabolism,decrease,Ifosfamide,Isoniazid
34110,34274,34274,The serum concentration of the active metabolites,reduce,Ifosfamide,Isradipine
34111,34275,34275,The serum concentration of the active metabolites,reduce,Itraconazole,Ifosfamide
34112,34276,34276,The serum concentration,increase,Ifosfamide,Ivacaftor
34113,34277,34277,The serum concentration of the active metabolites,reduce,Ifosfamide,Ketoconazole
34114,34278,34278,The metabolism,decrease,Lapatinib,Ifosfamide
34115,34279,34279,The risk or severity of adverse effects,increase,Leflunomide,Ifosfamide
34116,34280,34280,The risk or severity of adverse effects,increase,Lisuride,Ifosfamide
34117,34281,34281,The metabolism,decrease,Lobeglitazone,Ifosfamide
34118,34282,34282,The serum concentration,increase,Lorpiprazole,Ifosfamide
34119,34283,34283,The metabolism,decrease,Losartan,Ifosfamide
34120,34284,34284,The serum concentration of the active metabolites,reduce,Lovastatin,Ifosfamide
34121,34285,34285,The serum concentration,increase,Ifosfamide,Lumacaftor
34122,34286,34286,The risk or severity of myelosuppression,increase,Ifosfamide,Metamizole
34123,34287,34287,The risk or severity of adverse effects,increase,Ifosfamide,Methylergometrine
34124,34288,34288,The metabolism,decrease,Ifosfamide,Midostaurin
34125,34289,34289,The serum concentration,increase,Ifosfamide,Mifepristone
34126,34290,34290,The serum concentration,decrease,Ifosfamide,Mitotane
34127,34291,34291,The metabolism,decrease,Ifosfamide,Moclobemide
34128,34292,34292,The metabolism,decrease,Ifosfamide,Modafinil
34129,34293,34293,The serum concentration of the active metabolites,reduce,Ifosfamide,Nefazodone
34130,34294,34294,The serum concentration,increase,Netupitant,Ifosfamide
34131,34295,34295,The metabolism,decrease,Nicardipine,Ifosfamide
34132,34296,34296,The metabolism,decrease,Imatinib,Iloperidone
34133,34297,34297,the QTc - prolonging activities,increase,Imipramine,Iloperidone
34134,34298,34298,the QTc - prolonging activities,increase,Indacaterol,Iloperidone
34135,34299,34299,the QTc - prolonging activities,increase,Indapamide,Iloperidone
34136,34300,34300,The serum concentration,increase,Isavuconazole,Iloperidone
34137,34301,34301,the QTc - prolonging activities,increase,Isoflurane,Iloperidone
34138,34302,34302,The metabolism,decrease,Isoniazid,Iloperidone
34139,34303,34303,the QTc - prolonging activities,increase,Isradipine,Iloperidone
34140,34304,34304,The serum concentration of the active metabolites,increase,Itraconazole,Iloperidone
34141,34305,34305,The serum concentration,increase,Iloperidone,Ivacaftor
34142,34306,34306,The risk or severity of adverse effects,increase,Iloperidone,Ketamine
34143,34307,34307,The risk or severity of adverse effects,increase,Iloperidone,Ketazolam
34144,34308,34308,The risk or severity of adverse effects,increase,Iloperidone,Ketobemidone
34145,34309,34309,The serum concentration of the active metabolites,increase,Iloperidone,Ketoconazole
34146,34310,34310,The risk or severity of adverse effects,increase,Lamotrigine,Iloperidone
34147,34311,34311,the QTc - prolonging activities,increase,Lapatinib,Iloperidone
34148,34312,34312,the QTc - prolonging activities,increase,Lenvatinib,Iloperidone
34149,34313,34313,The risk or severity of adverse effects,increase,Levobupivacaine,Iloperidone
34150,34314,34314,The risk or severity of adverse effects,increase,Levocetirizine,Iloperidone
34151,34315,34315,The therapeutic efficacy,decrease,Levodopa,Iloperidone
34152,34316,34316,the QTc - prolonging activities,increase,Levofloxacin,Iloperidone
34153,34317,34317,The risk or severity of adverse effects,increase,Levomethadylacetate,Iloperidone
34154,34318,34318,The risk or severity of adverse effects,increase,Levomilnacipran,Iloperidone
34155,34319,34319,The metabolism,decrease,Lidocaine,Iloperidone
34156,34320,34320,The therapeutic efficacy,decrease,Linagliptin,Iloperidone
34157,34321,34321,The risk or severity of adverse effects,increase,Lisuride,Iloperidone
34158,34322,34322,The metabolism,decrease,Lobeglitazone,Iloperidone
34159,34323,34323,The risk or severity of adverse effects,increase,Loratadine,Iloperidone
34160,34324,34324,The risk or severity of adverse effects,increase,Lorazepam,Iloperidone
34161,34325,34325,The metabolism,decrease,Lorcaserin,Iloperidone
34162,34326,34326,The serum concentration,increase,Lorpiprazole,Iloperidone
34163,34327,34327,The serum concentration,increase,Lovastatin,Iloperidone
34164,34328,34328,The metabolism,increase,Lumacaftor,Iloperidone
34165,34329,34329,The risk or severity of adverse effects,increase,Lurasidone,Iloperidone
34166,34330,34330,the QTc - prolonging activities,increase,Maprotiline,Iloperidone
34167,34331,34331,The risk or severity of adverse effects,increase,Meclizine,Iloperidone
34168,34332,34332,the QTc - prolonging activities,increase,Mefloquine,Iloperidone
34169,34333,34333,The risk or severity of adverse effects,increase,Melatonin,Iloperidone
34170,34334,34334,The risk or severity of adverse effects,increase,Melperone,Iloperidone
34171,34335,34335,The risk or severity of adverse effects,increase,Meprobamate,Iloperidone
34172,34336,34336,the arrhythmogenic activities,increase,Mequitazine,Iloperidone
34173,34337,34337,The risk or severity of adverse effects,increase,Mesoridazine,Iloperidone
34174,34338,34338,the QTc - prolonging activities,increase,Methadone,Iloperidone
34175,34339,34339,the stimulatory activities,decrease,Methamphetamine,Iloperidone
34176,34340,34340,The serum concentration of the active metabolites,increase,Methotrimeprazine,Iloperidone
34177,34341,34341,The risk or severity of adverse effects,increase,Iloperidone,Methoxyflurane
34178,34342,34342,The risk or severity of adverse effects,increase,Iloperidone,Methsuximide
34179,34343,34343,The risk or severity of adverse effects,increase,Iloperidone,Methylergometrine
34180,34344,34344,The risk or severity of adverse effects,increase,Iloperidone,Methylphenidate
34181,34345,34345,The risk or severity of adverse effects,increase,Iloperidone,Methylphenobarbital
34182,34346,34346,The metabolism,decrease,Iloperidone,Metoprolol
34183,34347,34347,the QTc - prolonging activities,increase,Iloperidone,Metronidazole
34184,34348,34348,The metabolism,decrease,Iloperidone,Mexiletine
34185,34349,34349,The risk or severity of adverse effects,increase,Iloperidone,Midazolam
34186,34350,34350,The serum concentration of the active metabolites,increase,Iloperidone,Midostaurin
34187,34351,34351,the QTc - prolonging activities,increase,Mifepristone,Iloperidone
34188,34352,34352,The therapeutic efficacy,decrease,Miglitol,Iloperidone
34189,34353,34353,the QTc - prolonging activities,increase,Mirabegron,Iloperidone
34190,34354,34354,the central nervous system depressant ( CNS depressant ) activities,increase,Mirtazapine,Iloperidone
34191,34355,34355,The therapeutic efficacy,decrease,Mitiglinide,Iloperidone
34192,34356,34356,The serum concentration,decrease,Mitotane,Iloperidone
34193,34357,34357,The risk or severity of adverse effects,increase,Moclobemide,Iloperidone
34194,34358,34358,The risk or severity of adverse effects,increase,Morphine,Iloperidone
34195,34359,34359,the central nervous system depressant ( CNS depressant ) activities,increase,Nabilone,Iloperidone
34196,34360,34360,The risk or severity of adverse effects,increase,Naratriptan,Iloperidone
34197,34361,34361,The therapeutic efficacy,decrease,Nateglinide,Iloperidone
34198,34362,34362,The serum concentration of the active metabolites,increase,Nefazodone,Iloperidone
34199,34363,34363,The serum concentration,increase,Iloperidone,Netupitant
34200,34364,34364,the QTc - prolonging activities,increase,Iloperidone,Nicardipine
34201,34365,34365,The metabolism,decrease,Imatinib,Imidafenacin
34202,34366,34366,The metabolism,decrease,Imatinib,Imipramine
34203,34367,34367,The metabolism,decrease,Imatinib,Imiquimod
34204,34368,34368,The metabolism,decrease,Imatinib,Indacaterol
34205,34369,34369,The metabolism,decrease,Imatinib,Indapamide
34206,34370,34370,The metabolism,decrease,Imatinib,Ipratropiumbromide
34207,34371,34371,The metabolism,decrease,Imatinib,Irbesartan
34208,34372,34372,The metabolism,decrease,Imatinib,Irinotecan
34209,34373,34373,The serum concentration,increase,Imatinib,Isavuconazole
34210,34374,34374,The metabolism,decrease,Imatinib,Isoniazid
34211,34375,34375,The metabolism,decrease,Imatinib,Isosorbidedinitrate
34212,34376,34376,The metabolism,decrease,Imatinib,Isosorbidemononitrate
34213,34377,34377,The serum concentration,increase,Imatinib,Isradipine
34214,34378,34378,The serum concentration,increase,Imatinib,Itraconazole
34215,34379,34379,The serum concentration,increase,Imatinib,Ivacaftor
34216,34380,34380,The metabolism,decrease,Imatinib,Ivermectin
34217,34381,34381,The metabolism,decrease,Imatinib,Ixabepilone
34218,34382,34382,The metabolism,decrease,Imatinib,Ketamine
34219,34383,34383,The metabolism,decrease,Imatinib,Ketazolam
34220,34384,34384,The metabolism,decrease,Imatinib,Ketobemidone
34221,34385,34385,The serum concentration,increase,Imatinib,Ketoconazole
34222,34386,34386,The metabolism,decrease,Imatinib,Lapatinib
34223,34387,34387,The risk or severity of adverse effects,increase,Imatinib,Leflunomide
34224,34388,34388,The metabolism,decrease,Imatinib,Lenvatinib
34225,34389,34389,The metabolism,decrease,Imatinib,Lercanidipine
34226,34390,34390,The metabolism,decrease,Imatinib,Letrozole
34227,34391,34391,The metabolism,decrease,Imatinib,Levobupivacaine
34228,34392,34392,The metabolism,decrease,Imatinib,Levocetirizine
34229,34393,34393,The metabolism,decrease,Imatinib,Levomethadylacetate
34230,34394,34394,The metabolism,decrease,Imatinib,Levomilnacipran
34231,34395,34395,The metabolism,decrease,Imatinib,Levonorgestrel
34232,34396,34396,The metabolism,decrease,Imatinib,Levothyroxine
34233,34397,34397,The metabolism,decrease,Imatinib,Lidocaine
34234,34398,34398,The risk or severity of adverse effects,increase,Imatinib,Lisuride
34235,34399,34399,The metabolism,decrease,Imatinib,Lobeglitazone
34236,34400,34400,The serum concentration,increase,Imatinib,Lomitapide
34237,34401,34401,The metabolism,decrease,Imatinib,Loperamide
34238,34402,34402,The metabolism,decrease,Imatinib,Loratadine
34239,34403,34403,The metabolism,decrease,Imatinib,Lorcaserin
34240,34404,34404,The serum concentration,increase,Imatinib,Lorpiprazole
34241,34405,34405,The metabolism,decrease,Imatinib,Losartan
34242,34406,34406,The serum concentration,increase,Imatinib,Lovastatin
34243,34407,34407,The serum concentration,decrease,Imatinib,Lumacaftor
34244,34408,34408,The serum concentration,increase,Imatinib,Lurasidone
34245,34409,34409,The metabolism,decrease,Imatinib,Macimorelin
34246,34410,34410,The metabolism,decrease,Imatinib,Macitentan
34247,34411,34411,The metabolism,decrease,Imatinib,Maraviroc
34248,34412,34412,The metabolism,decrease,Imatinib,Mebendazole
34249,34413,34413,The metabolism,decrease,Imatinib,Medroxyprogesteroneacetate
34250,34414,34414,The metabolism,decrease,Imatinib,Mefloquine
34251,34415,34415,The metabolism,decrease,Imatinib,Meloxicam
34252,34416,34416,The risk or severity of myelosuppression,increase,Imatinib,Metamizole
34253,34417,34417,The metabolism,decrease,Imatinib,Methadone
34254,34418,34418,The metabolism,decrease,Imatinib,Methotrimeprazine
34255,34419,34419,The metabolism,decrease,Imatinib,Methoxyflurane
34256,34420,34420,The risk or severity of adverse effects,increase,Imatinib,Methylergometrine
34257,34421,34421,The metabolism,decrease,Imatinib,Methylprednisolone
34258,34422,34422,The metabolism,decrease,Imatinib,Methyltestosterone
34259,34423,34423,The serum concentration,increase,Imatinib,Metoprolol
34260,34424,34424,The metabolism,decrease,Imatinib,Metronidazole
34261,34425,34425,The metabolism,decrease,Imatinib,Mexiletine
34262,34426,34426,The metabolism,decrease,Imatinib,Mianserin
34263,34427,34427,The metabolism,decrease,Imatinib,Miconazole
34264,34428,34428,The metabolism,decrease,Imatinib,Midazolam
34265,34429,34429,The metabolism,decrease,Imatinib,Midostaurin
34266,34430,34430,The serum concentration,increase,Imatinib,Mifepristone
34267,34431,34431,The metabolism,decrease,Imatinib,Mirabegron
34268,34432,34432,The metabolism,decrease,Imatinib,Mirtazapine
34269,34433,34433,The serum concentration,decrease,Imatinib,Mitotane
34270,34434,34434,The metabolism,decrease,Imatinib,Moclobemide
34271,34435,34435,The metabolism,decrease,Imatinib,Modafinil
34272,34436,34436,The metabolism,decrease,Imatinib,Montelukast
34273,34437,34437,The metabolism,decrease,Imatinib,Morphine
34274,34438,34438,The metabolism,decrease,Imatinib,Mycophenolatemofetil
34275,34439,34439,The metabolism,decrease,Imatinib,Nabiximols
34276,34440,34440,The serum concentration,increase,Imatinib,Naloxegol
34277,34441,34441,The metabolism,decrease,Imatinib,Naloxone
34278,34442,34442,The metabolism,decrease,Imatinib,Nateglinide
34279,34443,34443,The serum concentration,increase,Imatinib,Nefazodone
34280,34444,34444,The metabolism,decrease,Imatinib,Neratinib
34281,34445,34445,The serum concentration,increase,Imatinib,Netupitant
34282,34446,34446,The metabolism,decrease,Imatinib,Nicardipine
34283,34447,34447,The serum concentration,increase,Imidafenacin,Isavuconazole
34284,34448,34448,The metabolism,decrease,Imidafenacin,Isradipine
34285,34449,34449,The serum concentration,increase,Imidafenacin,Itraconazole
34286,34450,34450,The serum concentration,increase,Imidafenacin,Ivacaftor
34287,34451,34451,The serum concentration,increase,Imidafenacin,Ketoconazole
34288,34452,34452,The serum concentration,increase,Imidafenacin,Lorpiprazole
34289,34453,34453,The metabolism,decrease,Imidafenacin,Lovastatin
34290,34454,34454,The metabolism,increase,Imidafenacin,Lumacaftor
34291,34455,34455,The serum concentration,increase,Imidafenacin,Mifepristone
34292,34456,34456,The serum concentration,decrease,Imidafenacin,Mitotane
34293,34457,34457,The serum concentration,increase,Imidafenacin,Nefazodone
34294,34458,34458,The serum concentration,increase,Imidafenacin,Netupitant
34295,34459,34459,The risk or severity of adverse effects,increase,Imipramine,Indacaterol
34296,34460,34460,The risk or severity of adverse effects,increase,Imipramine,Indapamide
34297,34461,34461,The metabolism,decrease,Imipramine,Ipratropiumbromide
34298,34462,34462,The risk or severity of adverse effects,increase,Imipramine,Irbesartan
34299,34463,34463,The serum concentration,increase,Imipramine,Isavuconazole
34300,34464,34464,The risk or severity of adverse effects,increase,Imipramine,Isoflurane
34301,34465,34465,The serum concentration,increase,Imipramine,Isoflurophate
34302,34466,34466,The metabolism,decrease,Imipramine,Isoniazid
34303,34467,34467,The risk or severity of adverse effects,increase,Imipramine,Isoprenaline
34304,34468,34468,The risk or severity of adverse effects,increase,Imipramine,Isosorbidedinitrate
34305,34469,34469,The risk or severity of adverse effects,increase,Imipramine,Isosorbidemononitrate
34306,34470,34470,The metabolism,decrease,Imipramine,Isradipine
34307,34471,34471,The metabolism,decrease,Imipramine,Itraconazole
34308,34472,34472,The serum concentration,increase,Imipramine,Ivacaftor
34309,34473,34473,The risk or severity of adverse effects,increase,Imipramine,Ketamine
34310,34474,34474,The risk or severity of adverse effects,increase,Imipramine,Ketazolam
34311,34475,34475,The risk or severity of adverse effects,increase,Imipramine,Ketobemidone
34312,34476,34476,The metabolism,decrease,Imipramine,Ketoconazole
34313,34477,34477,the serotonergic activities,increase,Imipramine,Ltryptophan
34314,34478,34478,The metabolism,decrease,Imipramine,Labetalol
34315,34479,34479,The risk or severity of adverse effects,increase,Imipramine,Lamotrigine
34316,34480,34480,the QTc - prolonging activities,increase,Imipramine,Lenvatinib
34317,34481,34481,The risk or severity of adverse effects,increase,Imipramine,Lercanidipine
34318,34482,34482,The risk or severity of adverse effects,increase,Imipramine,Levobupivacaine
34319,34483,34483,The risk or severity of adverse effects,increase,Imipramine,Levocetirizine
34320,34484,34484,the orthostatic hypotensive activities,increase,Imipramine,Levodopa
34321,34485,34485,the QTc - prolonging activities,increase,Imipramine,Levofloxacin
34322,34486,34486,The risk or severity of adverse effects,increase,Imipramine,Levomethadylacetate
34323,34487,34487,The risk or severity of adverse effects,increase,Imipramine,Levomilnacipran
34324,34488,34488,The risk or severity of adverse effects,increase,Imipramine,Levosalbutamol
34325,34489,34489,the arrhythmogenic activities,increase,Imipramine,Levothyroxine
34326,34490,34490,The metabolism,decrease,Imipramine,Lidocaine
34327,34491,34491,The serum concentration,increase,Imipramine,Linagliptin
34328,34492,34492,the arrhythmogenic activities,increase,Imipramine,Liotrix
34329,34493,34493,The metabolism,decrease,Imipramine,Lisuride
34330,34494,34494,The metabolism,decrease,Imipramine,Lobeglitazone
34331,34495,34495,The metabolism,decrease,Imipramine,Lomustine
34332,34496,34496,The metabolism,decrease,Imipramine,Loperamide
34333,34497,34497,The metabolism,decrease,Imipramine,Loratadine
34334,34498,34498,The risk or severity of adverse effects,increase,Imipramine,Lorazepam
34335,34499,34499,The risk or severity of adverse effects,increase,Imipramine,Lorcaserin
34336,34500,34500,The serum concentration,increase,Imipramine,Lorpiprazole
34337,34501,34501,The risk or severity of adverse effects,increase,Imipramine,Losartan
34338,34502,34502,The metabolism,decrease,Imipramine,Lovastatin
34339,34503,34503,The serum concentration,decrease,Imipramine,Lumacaftor
34340,34504,34504,The risk or severity of adverse effects,increase,Imipramine,Lurasidone
34341,34505,34505,The risk or severity of adverse effects,increase,Imipramine,Maprotiline
34342,34506,34506,The risk or severity of adverse effects,increase,Imipramine,Meclizine
34343,34507,34507,The risk or severity of adverse effects,increase,Imipramine,Melatonin
34344,34508,34508,The risk or severity of adverse effects,increase,Imipramine,Melperone
34345,34509,34509,The risk or severity of adverse effects,increase,Imipramine,Meprobamate
34346,34510,34510,The metabolism,decrease,Imipramine,Mequitazine
34347,34511,34511,The metabolism,decrease,Imipramine,Mesoridazine
34348,34512,34512,The risk or severity of adverse effects,increase,Imipramine,Methadone
34349,34513,34513,the antihypertensive activities,decrease,Imipramine,Methamphetamine
34350,34514,34514,The risk or severity of adverse effects,increase,Imipramine,Methazolamide
34351,34515,34515,the central nervous system depressant ( CNS depressant ) activities,increase,Imipramine,Methotrimeprazine
34352,34516,34516,The metabolism,decrease,Imipramine,Methoxyflurane
34353,34517,34517,The risk or severity of adverse effects,increase,Imipramine,Methsuximide
34354,34518,34518,The risk or severity of adverse effects,increase,Imipramine,Methyldopa
34355,34519,34519,The risk or severity of adverse effects,increase,Imipramine,Methylphenidate
34356,34520,34520,The metabolism,increase,Imipramine,Methylphenobarbital
